n,obj_coef,Method,Constraint,rel_risk
800,0,"StochOptForest
(apx-soln)",no,1.4213549794306053
800,0,"StochOptForest
(apx-soln)",no,1.3973403547121235
800,0,"StochOptForest
(apx-soln)",no,1.403754986562514
800,0,"StochOptForest
(apx-soln)",no,1.4390801654884364
800,0,"StochOptForest
(apx-soln)",no,1.403553548806641
800,0,"StochOptForest
(apx-soln)",no,1.4586854591734306
800,0,"StochOptForest
(apx-soln)",no,1.3883121211742477
800,0,"StochOptForest
(apx-soln)",no,1.358341060471005
800,0,"StochOptForest
(apx-soln)",no,1.4057365404483417
800,0,"StochOptForest
(apx-soln)",no,1.4988933676877767
800,0,"StochOptForest
(apx-soln)",no,1.3921634059333816
800,0,"StochOptForest
(apx-soln)",no,1.3673563854371962
800,0,"StochOptForest
(apx-soln)",no,1.4762515440265995
800,0,"StochOptForest
(apx-soln)",no,1.3542532769723243
800,0,"StochOptForest
(apx-soln)",no,1.4068077761614233
800,0,"StochOptForest
(apx-soln)",no,1.404766240790094
800,0,"StochOptForest
(apx-soln)",no,1.4382754160621152
800,0,"StochOptForest
(apx-soln)",no,1.3959307219940629
800,0,"StochOptForest
(apx-soln)",no,1.4093147323389148
800,0,"StochOptForest
(apx-soln)",no,1.3715642475303675
800,0,"StochOptForest
(apx-soln)",no,1.434552601125702
800,0,"StochOptForest
(apx-soln)",no,1.4050033704756337
800,0,"StochOptForest
(apx-soln)",no,1.4989260687678978
800,0,"StochOptForest
(apx-soln)",no,1.4553280806957085
800,0,"StochOptForest
(apx-soln)",no,1.4022927901628506
800,0,"StochOptForest
(apx-soln)",no,1.3776061484972906
800,0,"StochOptForest
(apx-soln)",no,1.3606493781696734
800,0,"StochOptForest
(apx-soln)",no,1.3522646360915256
800,0,"StochOptForest
(apx-soln)",no,1.407543757765491
800,0,"StochOptForest
(apx-soln)",no,1.4361045723871964
800,0,"StochOptForest
(apx-risk)",yes,1.0917279654294696
800,0,"StochOptForest
(apx-risk)",yes,1.145047745041988
800,0,"StochOptForest
(apx-risk)",yes,1.3303151307982137
800,0,"StochOptForest
(apx-risk)",yes,1.1489319282059256
800,0,"StochOptForest
(apx-risk)",yes,1.1133275004489895
800,0,"StochOptForest
(apx-risk)",yes,1.118761199518812
800,0,"StochOptForest
(apx-risk)",yes,1.1177350119724223
800,0,"StochOptForest
(apx-risk)",yes,1.1702193987665646
800,0,"StochOptForest
(apx-risk)",yes,1.111250018095051
800,0,"StochOptForest
(apx-risk)",yes,1.0926579678410644
800,0,"StochOptForest
(apx-risk)",yes,1.116798674262309
800,0,"StochOptForest
(apx-risk)",yes,1.0933897766584346
800,0,"StochOptForest
(apx-risk)",yes,1.1535828369544865
800,0,"StochOptForest
(apx-risk)",yes,1.1310664755314426
800,0,"StochOptForest
(apx-risk)",yes,1.0890812088833457
800,0,"StochOptForest
(apx-risk)",yes,1.0862603881159791
800,0,"StochOptForest
(apx-risk)",yes,1.1093469933875648
800,0,"StochOptForest
(apx-risk)",yes,1.0872390012780244
800,0,"StochOptForest
(apx-risk)",yes,1.1710018817810848
800,0,"StochOptForest
(apx-risk)",yes,1.0837212589487943
800,0,"StochOptForest
(apx-risk)",yes,1.1773104766214462
800,0,"StochOptForest
(apx-risk)",yes,1.2231597495749085
800,0,"StochOptForest
(apx-risk)",yes,1.1115754911766174
800,0,"StochOptForest
(apx-risk)",yes,1.0745224105552709
800,0,"StochOptForest
(apx-risk)",yes,1.085618134698532
800,0,"StochOptForest
(apx-risk)",yes,1.1236930748635254
800,0,"StochOptForest
(apx-risk)",yes,1.13460638335165
800,0,"StochOptForest
(apx-risk)",yes,1.12317303368972
800,0,"StochOptForest
(apx-risk)",yes,1.1945553669963804
800,0,"StochOptForest
(apx-risk)",yes,1.1524489700163068
800,0,"StochOptForest
(apx-risk)",yes,1.1203305232564043
800,0,"StochOptForest
(apx-risk)",yes,1.1602523246574448
800,0,"StochOptForest
(apx-risk)",yes,1.1148380259850146
800,0,"StochOptForest
(apx-risk)",yes,1.1547165042042127
800,0,"StochOptForest
(apx-risk)",yes,1.1071875224925418
800,0,"StochOptForest
(apx-risk)",yes,1.1205214059452582
800,0,"StochOptForest
(apx-risk)",yes,1.0811136190406094
800,0,"StochOptForest
(apx-risk)",yes,1.1406002133426836
800,0,"StochOptForest
(apx-risk)",yes,1.1248445850747484
800,0,"StochOptForest
(apx-risk)",yes,1.2684333554327165
800,0,"StochOptForest
(apx-risk)",yes,1.1172277232548051
800,0,"StochOptForest
(apx-risk)",yes,1.1708555500016657
800,0,"StochOptForest
(apx-risk)",yes,1.1449387099982504
800,0,"StochOptForest
(apx-risk)",yes,1.0686145144843757
800,0,"StochOptForest
(apx-risk)",yes,1.0910878004608497
800,0,"StochOptForest
(apx-risk)",yes,1.082823057545206
800,0,"StochOptForest
(apx-risk)",yes,1.0593742690082273
800,0,"StochOptForest
(apx-risk)",yes,1.1272211195165542
800,0,"StochOptForest
(apx-risk)",yes,1.1106480400612533
800,0,"StochOptForest
(apx-risk)",yes,1.2225955837973121
800,0,"StochOptForest
(apx-risk)",no,1.3771975164480281
800,0,"StochOptForest
(apx-risk)",no,1.2683392146779104
800,0,"StochOptForest
(apx-risk)",no,1.4262932257171013
800,0,"StochOptForest
(apx-risk)",no,1.3510925811404264
800,0,"StochOptForest
(apx-risk)",no,1.2694402397049684
800,0,"StochOptForest
(apx-risk)",no,1.3761109920604857
800,0,"StochOptForest
(apx-risk)",no,1.3271069740902741
800,0,"StochOptForest
(apx-risk)",no,1.360611498078396
800,0,"StochOptForest
(apx-risk)",no,1.399766746773382
800,0,"StochOptForest
(apx-risk)",no,1.3292960056067322
800,0,"StochOptForest
(apx-risk)",no,1.3803622294898379
800,0,"StochOptForest
(apx-risk)",no,1.3999635799096073
800,0,"StochOptForest
(apx-risk)",no,1.3858016717222956
800,0,"StochOptForest
(apx-risk)",no,1.4519130170143182
800,0,"StochOptForest
(apx-risk)",no,1.2837313724219261
800,0,"StochOptForest
(apx-risk)",no,1.349295971220066
800,0,"StochOptForest
(apx-risk)",no,1.3607084869151744
800,0,"StochOptForest
(apx-risk)",no,1.3039292511877418
800,0,"StochOptForest
(apx-risk)",no,1.395272750208919
800,0,"StochOptForest
(apx-risk)",no,1.4115474145946136
800,0,"StochOptForest
(apx-risk)",no,1.4152067846303544
800,0,"StochOptForest
(apx-risk)",no,1.3863304218560097
800,0,"StochOptForest
(apx-risk)",no,1.3886609676585675
800,0,"StochOptForest
(apx-risk)",no,1.4207378240933302
800,0,"StochOptForest
(apx-risk)",no,1.3848326999938116
800,0,"StochOptForest
(apx-risk)",no,1.4333469145662063
800,0,"StochOptForest
(apx-risk)",no,1.3863527936010778
800,0,"StochOptForest
(apx-risk)",no,1.3475130667369732
800,0,"StochOptForest
(apx-risk)",no,1.3271036500876203
800,0,"StochOptForest
(apx-risk)",no,1.5000832606886358
800,0,"StochOptForest
(apx-risk)",no,1.366708394882091
800,0,"StochOptForest
(apx-risk)",no,1.367175407632328
800,0,"StochOptForest
(apx-risk)",no,1.444400434883036
800,0,"StochOptForest
(apx-risk)",no,1.344627272408401
800,0,"StochOptForest
(apx-risk)",no,1.396703038982844
800,0,"StochOptForest
(apx-risk)",no,1.378651983858863
800,0,"StochOptForest
(apx-risk)",no,1.4135278505747615
800,0,"StochOptForest
(apx-risk)",no,1.3940094948186716
800,0,"StochOptForest
(apx-risk)",no,1.3800054511632445
800,0,"StochOptForest
(apx-risk)",no,1.3626626146247718
800,0,"StochOptForest
(apx-risk)",no,1.4131017233285856
800,0,"StochOptForest
(apx-risk)",no,1.3806563958755593
800,0,"StochOptForest
(apx-risk)",no,1.4829860888660715
800,0,"StochOptForest
(apx-risk)",no,1.450187814359165
800,0,"StochOptForest
(apx-risk)",no,1.3895817282697027
800,0,"StochOptForest
(apx-risk)",no,1.3473508971079198
800,0,"StochOptForest
(apx-risk)",no,1.3213531862034433
800,0,"StochOptForest
(apx-risk)",no,1.33008693899963
800,0,"StochOptForest
(apx-risk)",no,1.3824291702734537
800,0,"StochOptForest
(apx-risk)",no,1.420911181807669
800,0,RandSplitForest,no,1.3798277551497238
800,0,RandSplitForest,no,1.351561288949843
800,0,RandSplitForest,no,1.4668585325514232
800,0,RandSplitForest,no,1.3934575971504957
800,0,RandSplitForest,no,1.3221516408588232
800,0,RandSplitForest,no,1.3937176148268888
800,0,RandSplitForest,no,1.347250097796536
800,0,RandSplitForest,no,1.4018890814493843
800,0,RandSplitForest,no,1.426208890628589
800,0,RandSplitForest,no,1.370228180272371
800,0,RandSplitForest,no,1.4256497097293737
800,0,RandSplitForest,no,1.413787149484034
800,0,RandSplitForest,no,1.386657077806281
800,0,RandSplitForest,no,1.4725298153857629
800,0,RandSplitForest,no,1.4316001694182583
800,0,RandSplitForest,no,1.3801193333964779
800,0,RandSplitForest,no,1.3785974549275748
800,0,RandSplitForest,no,1.331877731419997
800,0,RandSplitForest,no,1.4259171966578308
800,0,RandSplitForest,no,1.415953537172663
800,0,RandSplitForest,no,1.408646564950273
800,0,RandSplitForest,no,1.3877676134560704
800,0,RandSplitForest,no,1.4030242972928375
800,0,RandSplitForest,no,1.4277886493301637
800,0,RandSplitForest,no,1.4095645422253589
800,0,RandSplitForest,no,1.4442640213544942
800,0,RandSplitForest,no,1.448286520751784
800,0,RandSplitForest,no,1.3835145402708513
800,0,RandSplitForest,no,1.4273688744754045
800,0,RandSplitForest,no,1.4825864086648695
800,0,RandSplitForest,no,1.4091456899668835
800,0,RandSplitForest,no,1.3742602697385558
800,0,RandSplitForest,no,1.4592865165792126
800,0,RandSplitForest,no,1.358565161990209
800,0,RandSplitForest,no,1.4166485286017425
800,0,RandSplitForest,no,1.4009801956742511
800,0,RandSplitForest,no,1.4557177293331989
800,0,RandSplitForest,no,1.4320658113628046
800,0,RandSplitForest,no,1.389583562619331
800,0,RandSplitForest,no,1.369196623352866
800,0,RandSplitForest,no,1.41865097156778
800,0,RandSplitForest,no,1.4139966524958194
800,0,RandSplitForest,no,1.4886054400416497
800,0,RandSplitForest,no,1.4491104167600497
800,0,RandSplitForest,no,1.4223262629602527
800,0,RandSplitForest,no,1.4429564812076214
800,0,RandSplitForest,no,1.4342833022290744
800,0,RandSplitForest,no,1.3770244499143116
800,0,RandSplitForest,no,1.3924384670261505
800,0,RandSplitForest,no,1.4431065605323585
800,0,RandForest,no,1.3086692059201632
800,0,RandForest,no,1.247193439222407
800,0,RandForest,no,1.4449693841319058
800,0,RandForest,no,1.3450806116312184
800,0,RandForest,no,1.2997819289996926
800,0,RandForest,no,1.3879368436351576
800,0,RandForest,no,1.330023152844473
800,0,RandForest,no,1.3368642540443316
800,0,RandForest,no,1.2891726243772976
800,0,RandForest,no,1.3060681695593181
800,0,RandForest,no,1.3028686472164501
800,0,RandForest,no,1.3426923352305518
800,0,RandForest,no,1.3273782874536264
800,0,RandForest,no,1.3913122235508752
800,0,RandForest,no,1.3553208627872415
800,0,RandForest,no,1.304130054377494
800,0,RandForest,no,1.3914258285814824
800,0,RandForest,no,1.2356843063090137
800,0,RandForest,no,1.4176912555683372
800,0,RandForest,no,1.3620387155347313
800,0,RandForest,no,1.3483758153204373
800,0,RandForest,no,1.376670142428259
800,0,RandForest,no,1.2177769395041282
800,0,RandForest,no,1.2535861078120358
800,0,RandForest,no,1.2674629436533738
800,0,RandForest,no,1.366240646300922
800,0,RandForest,no,1.328203231841748
800,0,RandForest,no,1.2807082343191802
800,0,RandForest,no,1.3573385882276041
800,0,RandForest,no,1.3952303581217271
800,0,RandForest,no,1.318146068486127
800,0,RandForest,no,1.324809765407619
800,0,RandForest,no,1.3888259340574836
800,0,RandForest,no,1.353188877445455
800,0,RandForest,no,1.3200359436671385
800,0,RandForest,no,1.2665051155313025
800,0,RandForest,no,1.3713234765823117
800,0,RandForest,no,1.3689965872572505
800,0,RandForest,no,1.3326438834398648
800,0,RandForest,no,1.3977584650268253
800,0,RandForest,no,1.331761737224682
800,0,RandForest,no,1.2840270130041758
800,0,RandForest,no,1.4441425178087213
800,0,RandForest,no,1.3991940743863476
800,0,RandForest,no,1.3299377298127169
800,0,RandForest,no,1.273794153375496
800,0,RandForest,no,1.209786353523728
800,0,RandForest,no,1.3013181521224575
800,0,RandForest,no,1.3271977350296336
800,0,RandForest,no,1.4373224665030349
